key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:23:{amount} reflected {debuff} resisted ({origin}).>,{amount} reflected {debuff} resisted ({origin}).,{amount} reflektierte {debuff} vermieden ({origin}). ,反弹的{amount} {debuff}被抵挡（{origin}）。,反射された{debuff}が{amount}無効化された（{origin}）。,반사한 {debuff} {amount} 저항당함 ({origin}).,反彈的{amount} {debuff}被抵擋（{origin}）。,{amount} renvoyé(s) {debuff} résisté(s) ({origin}).,Не удалось отразить: {amount} {debuff} ({origin}).,"Refletiu {amount}, resistiu a {debuff} ({origin}).",Has resistido {amount} {debuff} devuelto/s ({origin}).
<!MissingKey:24:Current score>,Current score,Aktueller Score,当前积分,現在のスコア,현재 점수,當前積分,Score actuel,Тек. счет,Pontuação atual,Puntaje actual
<!MissingKey:25:Settings>,Settings,Einstellungen,设置,設定,설정,設置,Paramètres,Настройки,Configurações,Configuración
<!MissingKey:26:Kick member>,Kick member,Mitspieler rauswerfen,踢出玩家,メンバーをキック,멤버 추방하기,踢出玩家,Expulser le membre,Исключить участника,Expulsar membro,Expulsar a miembro
<!MissingKey:27:Battle Rage ended.>,Battle Rage ended.,Kampfrausch endet.,狂战士之怒结束。,バーサクが終了した。,전투 격노 종료.,戰鬥狂怒結束。,Rage de combat terminée.,Ярость развеяна,Fim da Fúria de Combate.,Ha terminado la Rabia de batalla.
<!MissingKey:28:Item Chances>,Item Chances,Laden-Verteilung,物品出现几率,アイテム出現率,아이템 확률,物品出現機率,Chances d'apparition,Шанс появления,Chances de itens,Prob. de objeto
<!MissingKey:29:Store item/swap bag>,Store item/swap bag,Lagern/Taschen tauschen,储存物品/交换选中背包,ボックスへ移動/バッグ切替,"아이템 보관/
가방 교체",儲存物品/互換背包,Ranger l'objet/Changer de sac,Убрать в ящик/поменять местами,Guardar item / Mudar bolsa,Guardar objeto/cambiar mochila
<!MissingKey:30:Members face the host regularly.>,Members face the host regularly.,Kämpfe regelmäßig gegen den Ersteller.,玩家们将频繁对抗房主,定期的にホストとマッチングします。,다른 멤버는 호스트와 정기적으로 만납니다.,玩家們將頻繁對抗房主,Les membres sont régulièrement confrontés à l'hébergeur.,Игроки чаще сражаются с хостом.,Os membros enfrentam o anfitrião regularmente.,Los miembros se enfrentan frecuentemente al anfitrión.
<!MissingKey:31:Name>,Name,Name,姓名,名前,이름,名稱,Nom,Имя,Nome,Nombre
<!MissingKey:32:Inflicted:>,Inflicted:,Verursacht:,向对手施加：,付与：,부여:,向對手施加：,Infligé(s) :,Нанесено:,Infligiu:,Infligido:
<!MissingKey:33:Tab>,Tab,Tab,Tab,Tabキー,Tab,Tab,Tab,Tab,Tab,Tab
<!MissingKey:34:Group by Price>,Group by Price,Nach Preis gruppieren,按价格分组,値段で分類,가격으로 분류,按價格分組,Filtrer par prix,Группировка по цене,Agrupar por Preço,Agrupar por precio
<!MissingKey:35:Opponent>,Opponent,Gegner,对手,対戦相手,상대,對手,Adversaire,Противник,Oponente,Rival
<!MissingKey:36:Rank: {rank}>,Rank: {rank},Rang: {rank},排名：{rank},順位：{rank},랭크: {rank},排名：{rank},Classement : {rank},Рейтинг: {rank},Ranque: {rank},Clasificación: {rank}
<!MissingKey:37:Seen in shop>,Seen in shop,Im Laden angeboten,商店中出现次数,"ショップで
見た回数","상점에서
본 횟수",商店中出现次数,Vu en boutique,Появления в магазине,Visto na loja,Visto en la tienda
<!MissingKey:38:Max. health>,Max. health,Maximalleben,生命值倍数,体力倍率,체력 배율,生命值倍數,Multiplicateur de PV,Множитель здоровья,Multiplicador de vida,Multiplicador de salud
<!MissingKey:39:You were kicked.>,You were kicked.,Du wurdest rausgeworfen.,你被踢了。,あなたはキックされました。,추방당했습니다.,你被踢了。,Vous avez été expulsé.,Вас исключили из комнаты.,Você foi expulso.,Has sido expulsado.
<!MissingKey:40:Open>,"Open
 Log","Log-
 buch öffnen",打开日志,"ログ
開く","기록
열기",打開日誌,Ouvrir le rapport,Журнал боя,Abrir Diário,Abrir registro
<!MissingKey:41:Cooldown>,Cooldown,Abklingzeit,冷却,クールダウン,재사용 대기 시간,冷卻,TdR,Перезарядка,Recarga,Recarga
<!MissingKey:42:Hover to preview. Press {button} to select or unlock.>,Hover to preview. Press {button} to select or unlock.,"{button} drücken, um auszuwählen oder freizuschalten.",鼠标移动至上方来预览。按下{button}键来选择或解锁。,カーソルを乗せて閲覧、{button}で選択/アンロック,커서를 올려 미리보기. {button}(을)를 눌러 선택 및 잠금 해제.,鼠标移動至上方來預覽。按下{button}鍵來選擇或解鎖。,Passez la souris dessus pour obtenir un aperçu. Appuyez sur {button} pour choisir cet élément ou le déverrouiller.,"Наведите курсор для предпросмотра. Нажмите {button}, чтобы выбрать или разблокировать.",Passe o cursor para ver. Aperte {button} para selecionar ou desbloquear.,Pasa cursor para previsualizar. Pulsa {button} para elegir o desbloquear.
<!MissingKey:43:Out of gold!>,Out of gold!,Zu wenig Gold!,金币不足！,ゴールドが足りない！,골드 부족!,金幣不足！,À court d'or !,Мало золота!,Sem ouro!,¡Sin oro!
<!MissingKey:44:Dark Reflection>,Dark Reflection,Schatten,黑暗倒影,ドッペルゲンガー,어둠의 환영,黑暗分身,Sombre réflexion,Темная тень,Sósia Maligna,Sombra
<!MissingKey:45:VSync>,VSync,VSync,垂直同步,垂直同期,VSync,垂直同步,Synchronisation verticale,Верт. синхронизация,VSync,Vsync
<!MissingKey:46:Head>,Head,,,,,,,,,
<!MissingKey:47:New Record!>,New Record!,Neuer Rekord!,新纪录！,新記録！,기록 갱신!,新紀錄！,Nouveau record !,Новый результат!,Novo recorde!,¡Nuevo récord!
<!MissingKey:48:Invulnerability ended ({origin}).>,Invulnerability ended ({origin}).,Unverwundbarkeit endete ({origin}).,无敌结束（{origin}）。,無敵状態が切れた（{origin}）。,무적 상태 종료 ({origin}).,無敵結束（{origin}）。,Invulnérabilité terminée ({origin}).,Неуязвимость развеяна ({origin}).,Fim da invulnerabilidade ({origin}).,La invulnerabilidad ha terminado ({origin}).
<!MissingKey:49:Resisted {amount}{debuff}>,Resisted {amount}{debuff},{amount}{debuff} vermieden,抵挡住{amount}{debuff},{amount}{debuff}無効化,{amount}{debuff} 저항,抵擋了{amount}層{debuff},{amount} {debuff} résisté(s),Проигнорировано: {amount} {debuff},Resistiu a {amount} {debuff},Has resistido {amount} {debuff}
<!MissingKey:50:FPS Limit>,FPS Limit,FPS Limit,FPS限制,FPS上限,최대 FPS,幀數限制,Limite de FPS,Ограничение FPS,Limite de FPS,Límite de FPS
<!MissingKey:51:Survive {rounds} more rounds.>,Survive {rounds} more rounds.,Überlebe noch {rounds} Runden.,再存活{rounds}回合。,サバイバル：残り{rounds}ラウンド,{rounds} 라운드 더 생존하세요.,再存活{rounds}回合。,Survivez {rounds} tours supplémentaires.,Осталось раундов выживания: {rounds}.,Sobreviva mais {rounds} rodadas.,Sobrevive {rounds} rondas más.
<!MissingKey:52:Reserved>,Reserved,Reserviert,保留,取置き中,예약,保留,Réservé(e),Reserved,Reservado,Reservado
<!MissingKey:53:Removed:>,Removed:,Entfernt:,移除：,除去：,제거:,移除：,Retiré(s) :,Убрано:,Removeu:,Quitado:
<!MissingKey:54:Join failed (lobby is full).>,Join failed (lobby is full).,Beitreten gescheitert (Lobby ist voll).,加入失败（大厅已满）。,参加に失敗しました（ロビーが満員）。,참여하지 못했습니다 (로비가 꽉 찼습니다).,加入失敗（大廳已滿）。,Échec de la rejonction (la salle est pleine).,Неудача (нет места в комнате).,Falha ao se juntar (salão cheio).,Error de acceso (la sala está llena).
<!MissingKey:55:Rotate item (right)>,Rotate item (right),Rotieren (rechts),"旋转物品
（顺时针）","アイテム回転
（右）","아이템 회전
(오른쪽)","旋轉物品
（順時針）",Faire pivoter l'objet (droit),Повернуть предмет (влево),Girar item (direita),Rotar objeto (derecha)
<!MissingKey:56:New>,"New
Ranked
Game","Neues
gewertetes
Spiel","新排名
游戏","新規
ランク
モード","새로운
랭크 게임",新排名遊戲,Nouvelle partie classée,Новая игра - Рейтинг,Nova Partida Ranqueada,Nueva partida clasificatoria
<!MissingKey:57:Show Chibis>,Show Chibis,Chibis zeigen,显示Q版人物形象,チビキャラを表示,SD 캐릭터 표시,顯示Q版,Afficher Chibi,Показывать чиби-героев,Exibir Chibis,Mostrar chibis
<!MissingKey:58:Gained {amount} maximum health ({origin}).>,Gained {amount} maximum health ({origin}).,{amount} Maximalleben erhalten.,获得{amount}最大生命值({origin})。,体力最大値が{amount}増えた（{origin}）。,최대 체력 {amount} 획득 ({origin}).,獲得{amount}點最大生命值（{origin}）。,{amount} des PV max gagnés ({origin}).,Максимальное здоровье повышено на {amount} ед. ({origin}).,Ganhou {amount} de vida máxima ({origin}).,Has obtenido {amount} PS máx. ({origin})
<!MissingKey:59:Wins>,Wins,Siege,胜利,勝利回数,승리,勝利,Victoires,Победы,Vitórias,Victorias
<!MissingKey:60:Regenerated {stamina} stamina ({origin}).>,Regenerated {stamina} stamina ({origin}).,{stamina} Ausdauer regeneriert ({origin}).,恢复{stamina}点耐力（{origin}）。,スタミナを{stamina}回復した（{origin}）。,{stamina} 스태미나 회복 ({origin}).,恢復{stamina}點耐力（{origin}）。,{stamina} d'endurance régénérés ({origin}).,Восстанавливает {stamina} ед. энергии ({origin}).,Recuperou {stamina} de vigor ({origin}).,Has recuperado {stamina} de resistencia ({origin}).
<!MissingKey:61:Community>,"Community
Wiki","Community
Wiki","社区
Wiki","コミュニティ
Wiki","커뮤니티
위키","社區
維基","Wiki
de communauté","Сообщество
Вики","Wiki
Comunitária","Comunidad
Wiki"
<!MissingKey:62:Join failed.>,Join failed.,Beitreten gescheitert.,加入失败。,参加に失敗しました。,참여하지 못했습니다.,加入失敗。,Échec de la rejonction.,Не удалось присоединиться.,Falha ao se juntar.,Error de acceso.
<!MissingKey:63:Press the round buttons to view the backpack in specific rounds.>,Press the round buttons to view the backpack in specific rounds.,"Drücke die Pfeile, um dein Inventar anzusehen.",按下回合按钮查看特定回合中的背包。,ラウンドボタンを押すと、特定のラウンド時点でのバックパックが見られます。,라운드 버튼을 눌러 특정 라운드에서의 배낭을 확인할 수 있습니다.,按下回合按鈕查看特定回合中的背包。,Appuyez sur les boutons des tours pour afficher le sac à dos dans des tours spécifiques.,"Нажимайте на раунды, чтобы просмотреть рюкзак в определенных раундах.",Pressione os botões redondos para visualizar a mochila em rodadas específicas.,Pulsa los botones de ronda para ver la mochila en rondas específicas.
<!MissingKey:64:Crit Resisted>,Crit Resisted,Kritischen Treffer vermieden,暴击抵挡,クリティカル防止,치명타 저항,暴擊抵擋,Crit. résisté,Проигнорировано: критический удар,Resistência a crítico,Has resistido el crítico
<!MissingKey:65:Face the players with most wins.>,Face the players with most wins.,Gegner mit den meisten Siegen.,对抗胜利数最多的玩家。,最多勝利回数のプレイヤーとマッチングします。,가장 승리 횟수가 많은 플레이어를 만납니다.,對抗勝利數最多的玩家。,Affrontez les joueurs qui ont remporté le plus de victoires.,Подбор игроков с наибольшим количеством побед.,Enfrente os jogadores com mais vitórias.,Te enfrentas a jugadores con más victorias.
<!MissingKey:66:New>,"New
Unranked
Game","Neues
ungewertetes
Spiel","新休闲
游戏","新規
カジュアル
モード","새로운
일반 게임",新休閒遊戲,Nouvelle partie non-classée,Новая игра - Обычная игра,Nova Partida Casual,Nueva partida amistosa
<!MissingKey:67:Total>,Total,Summe,统计,合計,총합,統計,Total,Всего,Total,Total
<!MissingKey:68:Save resources when unfocused>,Save resources when unfocused,Ressourcen sparen wenn nicht im Fokus,在闲置时节省资源,非フォーカス時はリソースを節約,비활성화 시 리소스 절약,在閒置時節省資源,Réduire les ressources en cas d'absence,Экономия ресурсов при бездействии,Salvar recursos em segundo plano,Ahorrar recursos al minimizar
<!MissingKey:69:$num Tries Left>,$num Tries Left,$num Versuche übrig,剩下$num次重试,トライ残数$num,남은 생명: $num,還剩$num次嘗試機會,$num essais restants,Осталось попыток: $num,Restam $num tentativas,Quedan $num intentos
<!MissingKey:70:Matching>,Matching,Gegnerwahl,匹配类型,マッチング方式,매칭,匹配類型,Mise en correspondance en cours,Подбор противника,Pareando,Emparejando
<!MissingKey:71:s>,s,s,s,秒,초,s,s,сек.,s,s
<!MissingKey:72:Open/close options>,Open/close options,,,,,,,,,
<!MissingKey:73:Survive 1 more round.>,Survive 1 more round.,Überlebe noch 1 Runde.,再存活1回合。,サバイバル：残り1ラウンド,1 라운드 더 생존하세요.,再存活1回合。,Survivez 1 tour supplémentaire.,Продержитесь еще 1 раунд.,Sobreviva mais 1 rodada.,Sobrevive 1 ronda más.
<!MissingKey:74:Lost {amount} {buff} ({origin}).>,Lost {amount} {buff} ({origin}).,{amount} {buff} verloren ({origin}).,失去{amount}层 {buff}（{origin}）。,{amount} {buff} を失った（{origin}）。,{amount} {buff} 소실 ({origin}).,失去{amount}層 {buff}（{origin}）。,{amount} {buff} perdus ({origin}).,Теряет {amount} {buff} ({origin}).,Perdeu {amount} {buff} ({origin}).,Has perdido {amount} {buff} ({origin}).
<!MissingKey:75:Get the >,"Get the
 full version!",Hol dir die Vollversion!,"购买
完整版吧！","製品版を
ストアで購入！","정식 버전을
위시리스트에
추가하세요!","購買
完整版吧！","Obtenez la version
 complète !","Получите
 полную версию!","Obtenha a
 versão completa!","¡Consigue la
 versión completa!"
<!MissingKey:76:Shop>,Shop,Laden,商店,ショップ,상점,商店,Boutique,Магазин,Loja,Tienda
<!MissingKey:77:Crafted Items>,Crafted Items,Hergestellt,融合物品,クラフトアイテム,제작 아이템,融合物品,Objets fabriqués,Предметы созидания,Itens fabricados,Objetos fabricados
<!MissingKey:78:Offered {num} times>,Offered {num} times,{num} mal angeboten,{num}次商店出现,{num}回販売,{num}번 제공됨,{num}次商店出現,Proposé(e) {num} fois,Появления в магазине: {num},Oferecido {num} vezes,A la venta {num} veces
<!MissingKey:79:Pull down>,Pull down,Runterziehen,往下拉,引っぱる,당겨보세요,往下拉,Tirer,Потяните вниз,Puxe para baixo,¡Tira!
<!MissingKey:80:Neutral>,Neutral,Neutral,通用,共通,공통,通用,Neutre,Общие,Neutro,Neutral
<!MissingKey:81:Place bags permanently>,Place bags permanently,Taschen dauerhaft plazieren,永久放置背包,バッグ配置変更不可,가방을 영구적으로 배치,永久放置背包,Placer des sacs de façon permanente,Фиксированная позиция сумок,Colocar bolsas permanentemente,Colocar las bolsas permanentemente
<!MissingKey:82:Your class and loadout will be randomly chosen.>,Your class and loadout will be randomly chosen.,Deine Klasse und Ausrüstung werden zufällig bestimmt.,将随机选择职业和初始装备。,クラスと装備がランダムに選ばれるぞ,직업과 장비가 무작위로 선택됩니다.,將隨機選擇職業和初始裝備。,Votre classe et votre équipement seront choisis de manière aléatoire.,Класс и снаряжение будут выбраны случайно.,Sua classe e seu equipamento serão escolhidos aleatoriamente.,Se elegirá tu clase y equipo al azar.
<!MissingKey:83:Very high>,Very high,Sehr hoch,很高,"とても
多い",매우 높음,很高,Très haute,Очень высокий,Muito alto,Muy alta
<!MissingKey:84:Inflicted {amount} {debuff} ({origin}).>,Inflicted {amount} {debuff} ({origin}).,{amount} {debuff} verursacht ({origin}).,施加{amount}层 {debuff}（{origin}）。,{amount} {debuff} を付与した（{origin}）。,{amount} {debuff} 부여 ({origin}).,施加{amount}層 {debuff}（{origin}）。,{amount} {debuff} infligés ({origin}).,Накладывает {amount} {debuff} ({origin}).,Infligiu {amount} {debuff} ({origin}).,Has infligido {amount} {debuff} ({origin}).
<!MissingKey:85:Game won!>,Game won!,Spiel gewonnen!,获胜！,勝利！,게임 승리!,遊戲勝利！,Partie gagnée !,Победа!,Partida vencida!,¡Has ganado la partida!
<!MissingKey:86:Minus>,Minus,Minus,减号键,[-]キー,마이너스,减号键,Moins,-,Menos,Menos
<!MissingKey:87:Disconnected from lobby.>,Disconnected from lobby.,Verbindung zur Lobby unterbrochen,从大厅断开连接。,ロビーから切断されました。,로비와의 연결이 끊겼습니다.,從大廳斷開連接。,Déconnecté de la salle.,Отключение от комнаты.,Desconectado do salão.,Sin conexión a la sala.
<!MissingKey:88:Gated Items>,Gated Items,mit Voraussetzung,生成类物品,特殊出現アイテム,특수 아이템,生成類物品,Objets associés,Побочные предметы,Itens gerados,Objetos bloqueados
<!MissingKey:89:$t[Requires:] {itemName}.>,$t[Requires:] {itemName}.,$t[Erfordert:] {itemName}.,$t[需要：] {itemName},$t[必要：]{itemName},$t[필요:] {itemName}.,$t[需要：] {itemName},$t[Exigence :] {itemName}.,$t[Необходимо:] {itemName}.,$t[Requer:] {itemName}.,$t[Requiere:] {itemName}.
<!MissingKey:90:{gold} per round>,{gold} per round,{gold} pro Runde,每回合{gold},各ラウンド {gold},라운드당 {gold},每回合{gold},{gold} par tour,{gold} за раунд,{gold} por rodada,{gold} por ronda
<!MissingKey:91:Round won!>,Round won!,Gewonnen!,回合胜利！,ラウンド勝利！,라운드 승리!,回合勝利！,Tour gagné !,Победа!,Rodada vencida!,¡Has ganado la ronda!
<!MissingKey:92:Special>,Special,,,,,,,,,
<!MissingKey:93:Hide activations>,Hide activations,Aktivierungen ausblenden,隐藏物品激活,発動アイテム非表示,발동 숨기기,隱藏物品啟動,Masquer les activations,Скрыть подробности,Ocultar ativações,Ocultar activaciones
<!MissingKey:94:Activations>,Activations,Aktivierungen,激活数,アイテム発動回数,발동,啟動數,Activations,Срабатывание предметов,Ativações,Activaciones
<!MissingKey:95:Random>,Random,Zufällig,随机匹配,ランダム,무작위,隨機匹配,Aléatoire,Случайно,Aleatório,Aleatorio
<!MissingKey:96:Creating Lobby...>,Creating Lobby...,Erstelle Lobby...,创建大厅中……,ロビーを作成しています…,로비 생성 중...,創建大廳中……,Création de salle en cours…,Создание комнаты...,Criando Salão...,Creando sala...
<!MissingKey:97:Credits>,Credits,Credits,制作名单,クレジット,크레딧,製作名單,Crédits,Разработчики,Créditos,Créditos
<!MissingKey:98:Regenerated {amount} health ({origin}).>,Regenerated {amount} health ({origin}).,{amount} Leben regeneriert ({origin}).,恢复{amount}点生命值（{origin}）。,体力を{amount}回復した（{origin}）。,{amount} 체력 회복 ({origin}).,恢復{amount}點生命值（{origin}）。,{amount} PV régénérés ({origin}).,Восстанавливает {amount} ед. здоровья ({origin}).,Recuperou {amount} de vida ({origin}).,Has recuperado {amount} PS ({origin}).
"<!MissingKey:99:As host, you can kick members from the scoreboard.>","As host, you can kick members from the scoreboard.",Als Ersteller kannst du Spieler von der Rangliste aus rauswerfen.,作为主持者，你可以在计分板中踢出玩家。,ホストのプレイヤーは、スコアボードからメンバーをキックできます。,호스트는 스코어보드에서 멤버를 쫓아낼 수 있습니다.,作為主持者，你可以在計分板中踢出玩家。,"En tant qu'hébergeur, vous pouvez expulser des membres du classement.",Вы хост. Хост может исключать игроков с помощью таблицы участников.,"Como anfitrião, você pode expulsar membros da tabela de classificação.","Como organizador, puedes expulsar a los miembros del marcador."
<!MissingKey:100:Group by Version>,Group by Version,Nach Version gruppieren,按版本分组,バージョンで分類,버전으로 분류,按版本分組,Grouper par version,Группировка по версии,Ordenar por versão,Agrupar por versión
<!MissingKey:101:Open Wardrobe>,Open Wardrobe,"Kleider-
schrank öffnen",打开衣柜,クローゼットを開く,옷장 열기,打開衣櫃,Ouvrir la garde-robe,Открыть гардероб,Abrir Armário,Abrir armario
"<!MissingKey:102:If you abandon the lobby, it will be closed.>","If you abandon the lobby, it will be closed.","Wenn du die Lobby aufgibst, wird sie geschlossen.",如果你退出大厅，大厅将会被关闭。,ロビーを破棄した場合、ロビーは閉じられます。,"로비를 포기할 시, 포기한 로비는 폐쇄됩니다.",如果你退出大廳，大廳將會被關閉。,"Si vous abandonnez la salle, elle sera fermée.","Если вы распустите комнату, она будет закрыта.","Se você abandonar o salão, ele será fechado.","Si abandonas la sala, se cierra."
<!MissingKey:103:{amount} {debuff} protected from cleansing ({origin}).>,{amount} {debuff} protected from cleansing ({origin}).,{amount} {debuff} vor Entfernung geschützt ({origin}).,对{amount} {debuff}的净化被保护（{origin}）。,{amount} {debuff} の解除を阻害された（{origin}）。,{amount} {debuff} 정화 저지됨 ({origin}).,對{amount} {debuff}的淨化被保護（{origin}）。,{amount} {debuff} protégé(s) de la purge ({origin}).,Отмена снятия: {amount} {debuff} ({origin}).,{amount} {debuff} protegido contra purificação ({origin}).,Has impedido que se salven de {amount} {debuff} ({origin}).
<!MissingKey:104:Ranking change: {rankLow} to {rankHigh}>,Ranking change: {rankLow} to {rankHigh},Rangänderung: {rankLow} bis {rankHigh},排名改变：{rankLow}到{rankHigh},ランキング変動：{rankLow}から{rankHigh}へ,랭킹 변화: {rankLow}에서 {rankHigh},排名改變：{rankLow}到{rankHigh},Classement modifié : de {rankLow} à {rankHigh},Рейтинг изменен: с {rankLow} на {rankHigh},Mudança no ranque: de {rankLow} para {rankHigh},Cambio de clasificación: {rankLow} a {rankHigh}
<!MissingKey:105:Unique Shop Items>,Unique Shop Items,Einzigartige Laden-Gegenstände,特殊商店物品,ユニークショップアイテム,특별 상점 아이템,特殊商店物品,Objets de boutique uniques,Уникальные предметы магазина,Itens Únicos da Loja,Objetos de tienda únicos
<!MissingKey:106:Search...>,Search...,Suchen...,搜索……,検索…,검색...,搜索……,Chercher…,Поиск...,Buscar...,Buscar...
<!MissingKey:107:MMB>,MMB,Mittelklick,鼠标中键,中央マウスボタン,가운데 클릭,鼠标中键,Clic milieu,Средняя кнопка мыши,Botão central do mouse,Clic medio (ratón)
<!MissingKey:108:{origin} activated.>,{origin} activated.,{origin} aktiviert.,{origin}以显示。,{origin}が発動した。,{origin} 발동함.,{origin}以顯示。,{origin} activé(s).,{origin}: активация.,{origin} ativado(a).,Has activado {origin}.
<!MissingKey:109:{hour} hours ago>,{hour} hours ago,Vor {hour} Stunden,{hour}小时前,{hour}時間前,{hour}시간 전,{hour}小時前,{hour} heures plus tôt,{hour} ч. назад,{hour} horas atrás,Hace {hour} horas
