key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
"<!MissingKey:10:$t[Every $cds:] Inflict $p_cold $cold. If your opponent has at least $p_coldt $cold, gain $p_empower $empower instead. >","$t[Every $cds:] Inflict $p_cold $cold. If your opponent has at least $p_coldt $cold, gain $p_empower $empower instead. 
 Cleanse $h[1] debuff. 

 Triggers $p_speed% faster for each \~$affected $ice-item.","$t[Alle $cds:] Verursache $p_cold $cold. Wenn dein Gegner mindestens $p_coldt $cold hat, erhalte stattdessen $p_empower $empower. 
 Entferne $h[1] Debuff. 

 Aktiviert $p_speed% schneller pro \~$affected $ice-Gegenstand.","$t[每$cds：]向对手施加$p_cold层$cold。如果对手至少有$p_coldt层$cold，则获得$p_empower层$empower。
净化$h[1]层减益效果。

每有一个$affected的$ice物品，触发速度快$p_speed%。","$t[$cd秒毎：]$p_cold $cold を付与する。相手が$p_coldt $cold 以上ある場合、代わりに$p_empower $empower を獲得する 
$h[1]デバフを解除する 

$affectedにある $ice アイテム1個につき使用速度が$p_speed%上がる","$t[$cd초마다:] $cold를 $p_cold 부여합니다. 상대가 $p_coldt 이상의 $cold를 보유할 경우, 그 대신 $empower를 $p_empower 획득합니다.
디버프를 $h[1]개 제거합니다.

$affected에 위치한 $ice 아이템마다 $p_speed% 빠르게 발동합니다.","$t[每$cds：]向對手施加$p_cold層$cold。如果對手至少有$p_coldt層$cold，則獲得$p_empower層$empower。
淨化$h[1]層減益效果。

每有一個$affected的$ice物品，觸發速度快$p_speed%。","$t[Après $cd s :] infligez $p_cold $cold. Si votre adversaire a au moins $p_coldt $cold, gagnez $p_empower $empower à la place. 
 Purgez $h[1] malus. 

 Se déclenche $p_speed % plus vite pour chaque objet $ice $affected.","$t[Раз в $cd сек.:] накладывает на противника $p_cold $cold. Если у противника уже не менее $p_coldt $cold, вместо этого добавляет герою $p_empower $empower. 
 Снимает $h[1] негативный эффект. 

 Срабатывает на $p_speed% чаще за каждый $affected $ice-предмет.","$t[A cada $cd s:] Inflige $p_cold $cold. Se seu oponente tiver pelo menos $p_coldt $cold, ganha $p_empower $empower no lugar. 
 Purifica $h[1] debuff. 

 Ativa $p_speed% mais rápido por cada item $ice $affected.","$t[Cada $cd s:] aplicas $p_cold $cold. Si tu rival tiene al menos $p_coldt $cold, obtienes $p_empower $empower en su lugar. 
 Purgas $h[1] desventaja. 

 Se activa un $p_speed % más rápido por cada $affected objeto de $ice."
<!MissingKey:11:$t[On attack:] Use $p_manat $mana: >,"$t[On attack:] Use $p_manat $mana: 
Gain $p_dam damage. 
$affected items trigger $p_speed% faster (up to $p_max times). 
 Remove $p_luck $lucky from your opponent.","$t[Bei Angriff:] Nutze $p_manat $mana: 
 Erhöhe Schaden um $p_dam. 
$affected Gegenstände aktivieren $p_speed% schneller (bis zu $p_max mal). 
 Entferne $p_luck $lucky von Gegner.","$t[攻击时：]消耗$p_manat点$mana：
获得$p_dam点伤害加成。
$affected的物品触发速度快$p_speed%（最高$p_max次）。
移除对手$p_luck点$lucky。","$t[攻撃時：]$p_manat $mana を消費して、
ダメージ値が$p_dam増える 
$affectedにあるアイテムの使用速度が$p_speed%上がる（最大$p_max回まで） 
相手から$p_luck $lucky を除去する","$t[공격 시:] $mana를 $p_manat 사용해 가하는 피해가 $p_dam 증가합니다.
$affected에 위치한 아이템이 $p_speed% 빠르게 발동합니다 (최대 $p_max번).
상대의 $lucky을 $p_luck 제거합니다.","$t[攻擊時：]消耗$p_manat點$mana：
獲得$p_dam點傷害加成。
$affected的物品觸發速度快$p_speed%（最高$p_max次）。
移除對手$p_luck點$lucky。","$t[Par attaque :] utilisez $p_manat $mana : 
gagnez $p_dam de dégâts. Les objets 
$affected se déclenchent $p_speed % plus vite (jusqu'à $p_max fois). 
 Retirez $p_luck $lucky à votre adversaire.","$t[При атаке:] использует $p_manat $mana: 
Добавляет $p_dam урона. 
$affected предметы срабатывают на $p_speed% чаще (не более $p_max раз). 
 Снимает с противника $p_luck $lucky.","$t[Ao atacar:] Usa $p_manat $mana: 
Ganha $p_dam de dano. 
Itens $affected ativam $p_speed% mais rápido (até $p_max vezes). 
 Remove $p_luck $lucky do seu oponente.","$t[Al atacar:] usas $p_manat $mana: 
Obtienes $p_dam de daño. 
Los objetos $affected se activan un $p_speed % más rápido (hasta $p_max veces). 
 Elimina $p_luck $lucky al rival."
UI_DMG_NR_3,None,Keine,无,なし,없음,無,Aucun,-,Nenhum,Ninguno
<!MissingKey:13:$t[Every $cds:] $affected items trigger $p_speed% faster and gain $chance% chance to duplicate debuffs they inflict (up to $p_max times). Steal $p_luck $lucky from your opponent.>,$t[Every $cds:] $affected items trigger $p_speed% faster and gain $chance% chance to duplicate debuffs they inflict (up to $p_max times). Steal $p_luck $lucky from your opponent.,"$t[Alle $cds:] $affected Gegenstände aktivieren \~$p_speed% schneller und erhalten \~$chance% Chance, verursachte Debuff zu duplizieren (bis zu $p_max mal).\~ Stehle $p_luck $lucky von deinem Gegner.",$t[每$cds：]$affected物品触发速度快$p_speed%，且有$chance%的几率复制施加的减益效果(最高$p_max次)。偷取对手$p_luck点$lucky。,$t[$cd秒毎：]$affectedにあるアイテムは、使用速度が$p_speed%上がり、デバフを追加付与する確率が$chance%上がる（最大$p_max回まで）。相手から$p_luck $lucky を奪う。,"$t[$cd초마다:] $affected에 위치한 아이템이 $p_speed% 빠르게 발동하고, $chance%의 확률로 부여하는 디버프를 복제합니다 (최대 $p_max번). 상대의 $lucky을 $p_luck 빼앗습니다.",$t[每$cds：]$affected物品觸發速度快$p_speed%，且有$chance%的幾率複製施加的減益效果(最高$p_max次)。偷取對手$p_luck點$lucky。,$t[Toutes les $cd s :] les objets $affected se déclenchent $p_speed % plus vite et gagnent $chance % de chances de dupliquer les malus qu'ils infligent (jusqu'à $p_max fois). Volez $p_luck $lucky à votre adversaire.,$t[Раз в $cd сек.:] $affected предметы срабатывают на $p_speed% чаще и получают шанс $chance% повторить любой наложенный ими негативный эффект (макс. до $p_max раз). Крадет у противника $p_luck $lucky.,$t[A cada $cd s:] Itens $affected ativam $p_speed% mais rápido e ganham $chance% de chance de duplicar os debuffs que infligem (até $p_max vezes). Rouba $p_luck $lucky do seu oponente.,$t[Cada $cd s:] los objetos $affected se activan un $p_speed % más rápido y obtienen un $chance % de probabilidad de duplicar las desventajas que aplican (hasta $p_max veces). Robas $p_luck $lucky al rival.
UI_DMG_NR_0,All ,Alle,全部,すべて,전체,全部,Tout,Все,Tudo,Todo
<!MissingKey:15:$h[Mage] items are offered in the shop. $t[Start of battle:] Gain $p_mana $mana. >,"$h[Mage] items are offered in the shop. $t[Start of battle:] Gain $p_mana $mana. 

 $affected items gain $chance% chance to $h[duplicate] $mana they gain.","$h[Magier]-Gegenstände werden im Laden angeboten. $t[Kampfbeginn:] Erhalte $p_mana $mana. 

 $affected Gegenstände haben $chance% Chance, erzeugtes $mana zu $h[duplizieren].","$h[魔法]物品将在商店出售。$t[战斗开始时：]获得$p_mana点$mana。

 $affected的物品有$chance%的几率$h[复制]获得的$mana。","$h[メイジ]固有アイテムがショップで売られるようになる $t[バトル開始時：]$p_mana $mana を獲得する 

$affectedにあるアイテムが$chance%の確率で $mana を$h[追加獲得]する","$h[메이지] 아이템이 상점에 등장합니다. $t[전투 시작 시:] $mana를 $p_mana 획득합니다.

$affected에 위치한 아이템이 $chance%의 확률로 획득하는 $mana를 $h[복제]합니다.","$h[魔法]物品將在商店出售。$t[戰鬥開始時：]獲得$p_mana點$mana。

 $affected的物品有$chance%的幾率$h[複製]獲得的$mana。","Les objets de $h[Mage] sont disponibles dans la boutique. $t[Au début du combat :] gagnez $p_mana $mana. 

 Les objets $affected gagnent $chance % de chance de $h[Dupliquer] le $mana qu'ils gagnent.","$hПредметы [мага] будут продаваться в магазине. $t[Начало боя:] добавляет $p_mana $mana. 

 $affected предметы получают $chance% шанс $h[удвоить] полученную $mana.","$hItens [Mago] são oferecidos na loja. $t[Início da batalha:] Ganha $p_mana $mana. 

 Itens $affected ganham $chance% de chance de $h[duplicar] $mana que ganham.","Los objetos de $h[mago] están disponibles en la tienda. $t[Al comienzo de la batalla:] obtienes $p_mana $mana. 

 Los $affected objetos tienen un $chance % de probabilidad de $h[duplicar] el $mana que reciben."
UI_DMG_NR_1,Characters,Charaktere,角色,キャラクター,캐릭터,角色,Personnages,Персонажи,Personagens,Personajes
<!MissingKey:17:Frog Prince>,Frog Prince,Froschprinz,青蛙王子,カエル王子,개구리 왕자,青蛙王子,Prince grenouille,Принц-лягушка,Príncipe Sapo,Príncipe rana
HINT_SwitchMode,"After each battle, you will take the opponent's backpack. 
Items won’t fuse when entering the shop. Instead, generate a Cog. 
{gold} and storage box do not carry over to the next round.","Nach jedem Kampf übernimmst du den Rucksack deines Gegners. 
Gegenstände verschmelzen nicht beim Betreten des Ladens, stattdessen erzeuge ein Zahnrad. 
Weder {gold} noch Gegenstände können in die nächste Runde übernommen werden.","每场战斗后，你将接管对手的背包。
物品进入商店时不会融合。取而代之的是生成一个齿轮。
{gold}和储物箱不会带到下一回合。","毎バトル終了後、相手のバックパックを受け取ります。
ショップ入店時にアイテムが合成されない代わりに、歯車1個が生成されます。
{gold} と保管ボックスの中身は次のラウンドに持ち越せません。","전투가 끝날 때마다, 상대의 배낭을 가져옵니다.
상점에 진입 시 아이템이 융합되지 않습니다. 그 대신, 톱니를 생성합니다.
{gold}와 창고가 다음 라운드로 이월되지 않습니다.","每場戰鬥後，你將接管對手的背包。
物品進入商店時不會融合。取而代之的是生成一個齒輪。
{gold}和儲物箱不會帶到下一回合。","Après chaque combat, vous récupérerez le sac à dos de votre adversaire. 
Les objets ne fusionnent pas en entrant dans la boutique. À la place, générez un rouage. 
{gold} et la réserve ne sont pas transférés au tour suivant.","После каждого боя вы забираете рюкзак противника.
Предметы не объединяются при переходе в магазин. Вместо этого создается шестеренка. {gold} и предметы в ящике не переносятся на следующий раунд.","Após cada batalha, você recebe a mochila do oponente. 
Os itens não se fundirão ao entrar na loja. Em vez disso, vai gerar uma engrenagem. 
{gold} e a caixa de depósito não são carregados para a próxima rodada.","Tras cada batalla, tomarás la mochila del rival. Los objetos no se fusionarán al entrar en la tienda. En su lugar, generarás un engranaje. Los {gold} y la caja de almacenamiento no se transfieren a la siguiente ronda."
<!MissingKey:19:Automanaton>,Automanaton,Automanaton,自动魔像,オートマナトン,오토마나톤,自動魔像,Automanaton,Автоманатон,Autômato,Automanatón
<!MissingKey:20:Mage Hat>,Mage Hat,Spitzhut,魔法帽,メイジの帽子,마법사 모자,魔法帽,Chapeau de mage,Шляпа мага,Chapéu de Mago,Sombrero de mago
<!MissingKey:21:Just do the stabby from afar.>,Just do the stabby from afar.,Erstechen jetzt von noch weiter weg.,这个飞回来怎么接住？,本当の友達なら敵に投げつけても帰ってきてくれるんだ！,그냥 멀리서 던지기만 하면 됩니다.,這個飛回來怎麼接住？,Pointez tout simplement l'adversaire de loin.,Пыряешь… но издалека.,Só faça o golpe de longe.,"Vale, pero tú apuñala desde lejos."
<!MissingKey:22:The black knight always wins.>,The black knight always wins.,Er ist unbesiegbar.,一匹“黑马”，嘿嘿！,黒の騎士が出たってことは、まだレベルが足りないのかも？,블랙 나이트는 언제나 승리합니다.,一匹“黑馬”，嘿嘿！,Le cavalier noir gagne toujours.,Темный конь не терпит поражений.,O cavalo preto sempre vence.,El caballo negro siempre gana.
"<!MissingKey:23:It's not a ""tower"" or a ""chariot"" – it's obviously an elephant, and if you think otherwise, you are wrong.>","It's not a ""tower"" or a ""chariot"" – it's obviously an elephant, and if you think otherwise, you are wrong.","Es ist offensichtlich kein ""Turm"" oder ""Streitwagen"", sondern ein Elefant und er kann sprechen.",这不是“车”，而是“象”，我说是就是。,「塔」とか「戦車」だって言う人もいるけど、どう見てもこれは「ゾウ」だよ。異論は認めない。,"""탑""이나 ""전차""가 아닙니다 - 코끼리 외에는 전부 헛소문이며, 절대로 믿으시면 안됩니다.",這不是“車”，而是“象”，我說是就是。,"Ce n'est ni une « tour » ni un « chariot » : il s'agit clairement d'un éléphant, et si vous pensez le contraire, vous vous trompez.","Это не «башенка» и не «колесница» — очевидно, что это слон. И если ты думаешь иначе — ты не прав.","Não é uma ""torre"" nem um ""carruagem"" – é claramente um elefante, e se você pensa o contrário, está errado.","No es una «torre» ni un «carro», es OBVIAMENTE un elefante, y si piensas otra cosa, estás equivocado."
<!MissingKey:24:Everybody should have at least enough sewing skills to make a sockmonster.>,Everybody should have at least enough sewing skills to make a sockmonster.,Jeder sollte genug Nähfertigkeit besitzen um ein Sockenmonster zu basteln. ,我觉得针线活时每个人的必备技能。,靴下モンスターを作れるくらいの裁縫スキルはみんな持ってた方がいいと思うんだ。,양말도깨비를 만들 정도의 재봉 기술은 모두에게 필요합니다.,我覺得針線活時每個人的必備技能。,Tout le monde devrait avoir au moins les compétences nécessaires pour coudre un monstre-chaussette.,Каждый должен уметь сшить хотя бы монстра из носка.,Todo mundo deveria ter pelo menos habilidades suficientes em costura para fazer um monstro de meia.,"Todos deberían saber coser, al menos para hacer un monstruito de calcetín."
<!MissingKey:25:Add $h[6] backpack slots. $t[Start of battle:] Gain $p_mana $mana. >,"Add $h[6] backpack slots. $t[Start of battle:] Gain $p_mana $mana. 

 Items inside have $chance% chance to $h[duplicate] $mana they gain. 

 $chance2% chance to protect $mana from removal. ","Fügt $h[6] Rucksackplätze hinzu. $t[Kampfbeginn:] Erhalte $p_mana $mana. 

 Gegenstände darin haben $chance% Chance, erzeugtes $mana zu $h[duplizieren]. 

 $chance2% Chance, $mana vor dem Entfernen zu schützen.","增加$h[6]格背包槽位。$t[战斗开始时：]获得$p_mana点$mana。

背包内物品有$chance%的几率$h[复制]获得的$mana。

还有$chance2%的几率保护$mana被移除。","バックパックのスロットを$h[6]追加する $t[バトル開始時：]$p_mana $mana を獲得する 

中にあるアイテムが$chance%の確率で $mana を$h[追加獲得]する 

$chance2%の確率で $mana を除去効果から保護する","배낭 슬롯을 $h[6]개 추가합니다. $t[전투 시작 시:] $mana를 $p_mana 획득합니다.

내부에 위치한 아이템은 $chance%의 확률로 획득하는 $mana를 $h[복제]합니다.

$chance2%의 확률로 $mana가 제거되는 것을 막습니다.","增加$h[6]格背包槽位。$t[戰鬥開始時：]獲得$p_mana點$mana。

背包內物品有$chance%的幾率$h[複製]獲得的$mana。

還有$chance2%的幾率保護$mana被移除。","Ajoutez $h[6] emplacements de sac à dos. $t[Au début du combat :] gagnez $p_mana $mana. 

 Les objets à l'intérieur ont $chance % de chance de $h[Dupliquer] le $mana gagné. 

 $chance2 % de chance de protéger le $mana du retrait.","Добавляет $h[6] слотов к рюкзаку. $t[Начало боя:] добавляет $p_mana $mana. 

 Предметы внутри сумки имеют $chance% шанс $h[удвоить] получаемую $mana. 

 $chance2% шанс проигнорировать снятие $mana.","Adiciona $h[6] espaços na mochila. $t[Início da batalha:] Ganha $p_mana $mana. 

 Itens dentro têm $chance% de chance de $h[duplicar] $mana que ganharem. 

 $chance2% de chance de proteger $mana contra remoção.","Añade $h[6] espacios a la mochila. $t[Al comienzo de la batalla:] obtienes $p_mana $mana. 

 Los objetos en su interior tienen un $chance % de probabilidad de $h[duplicar] el $mana que reciben. 

 $chance2 % de probabilidad de proteger el $mana de ser eliminado."
<!MissingKey:26:Loot is my love language.>,Loot is my love language.,Liebe zeigt man am besten mit Beute.,开宝箱就像开盲盒一样啊！,宝箱…イイ響きだ。,사랑스러운 전리품이네요.,開寶箱就像開盲盒一樣啊！,"Piller, c'est ma façon d'exprimer mon amour.",Награды — мой язык любви.,Saques são minha língua do amor.,El botín es mi lenguaje del amor.
